county,candidate,votes,office,party,district
Total,Jo Rae Perkins,178004,US Senate,R,
Baker,John Verbeek,188,US Senate,R,
Benton,John Verbeek,433,US Senate,R,
Clackamas,John Verbeek,3071,US Senate,R,
Clatsop,John Verbeek,468,US Senate,R,
Columbia,John Verbeek,593,US Senate,R,
Coos,John Verbeek,545,US Senate,R,
Crook,John Verbeek,321,US Senate,R,
Curry,John Verbeek,269,US Senate,R,
Deschutes,John Verbeek,1537,US Senate,R,
Douglas,John Verbeek,1341,US Senate,R,
Gilliam,John Verbeek,20,US Senate,R,
Grant,John Verbeek,92,US Senate,R,
Harney,John Verbeek,88,US Senate,R,
Hood River,John Verbeek,150,US Senate,R,
Jackson,John Verbeek,1810,US Senate,R,
Jefferson,John Verbeek,196,US Senate,R,
Josephine,John Verbeek,778,US Senate,R,
Klamath,John Verbeek,727,US Senate,R,
Lake,John Verbeek,95,US Senate,R,
Lane,John Verbeek,2049,US Senate,R,
Lincoln,John Verbeek,347,US Senate,R,
Linn,John Verbeek,1034,US Senate,R,
Malheur,John Verbeek,262,US Senate,R,
Marion,John Verbeek,2637,US Senate,R,
Morrow,John Verbeek,90,US Senate,R,
Multnomah,John Verbeek,2384,US Senate,R,
Polk,John Verbeek,767,US Senate,R,
Sherman,John Verbeek,21,US Senate,R,
Tillamook,John Verbeek,275,US Senate,R,
Umatilla,John Verbeek,456,US Senate,R,
Union,John Verbeek,290,US Senate,R,
Wallowa,John Verbeek,101,US Senate,R,
Wasco,John Verbeek,178,US Senate,R,
Washington,John Verbeek,4659,US Senate,R,
Wheeler,John Verbeek,17,US Senate,R,
Yamhill,John Verbeek,1093,US Senate,R,
Total,John Verbeek,29382,US Senate,R,
Baker,Misc.,28,US Senate,R,
Benton,Misc.,90,US Senate,R,
Clackamas,Misc.,467,US Senate,R,
Clatsop,Misc.,37,US Senate,R,
Columbia,Misc.,55,US Senate,R,
Coos,Misc.,65,US Senate,R,
Crook,Misc.,32,US Senate,R,
Curry,Misc.,22,US Senate,R,
Deschutes,Misc.,233,US Senate,R,
Douglas,Misc.,116,US Senate,R,
Gilliam,Misc.,4,US Senate,R,
Grant,Misc.,10,US Senate,R,
Harney,Misc.,12,US Senate,R,
Hood River,Misc.,25,US Senate,R,
Jackson,Misc.,223,US Senate,R,
Jefferson,Misc.,22,US Senate,R,
Josephine,Misc.,119,US Senate,R,
Klamath,Misc.,85,US Senate,R,
Lake,Misc.,8,US Senate,R,
Lane,Misc.,352,US Senate,R,
Lincoln,Misc.,54,US Senate,R,
Linn,Misc.,113,US Senate,R,
Malheur,Misc.,12,US Senate,R,
Marion,Misc.,376,US Senate,R,
Morrow,Misc.,8,US Senate,R,
Multnomah,Misc.,601,US Senate,R,
Polk,Misc.,95,US Senate,R,
Sherman,Misc.,1,US Senate,R,
Tillamook,Misc.,35,US Senate,R,
Umatilla,Misc.,51,US Senate,R,
Union,Misc.,37,US Senate,R,
Wallowa,Misc.,15,US Senate,R,
Wasco,Misc.,34,US Senate,R,
Washington,Misc.,681,US Senate,R,
Wheeler,Misc.,3,US Senate,R,
Yamhill,Misc.,129,US Senate,R,
Total,Misc.,4250,US Senate,R,
Baker,Greg M Baxter,4852,District Attorney,,
Baker,Misc.,65,District Attorney,,
Benton,John Haroldson,20235,District Attorney,,
Benton,Misc.,350,District Attorney,,
Clackamas,John D Wentworth,83028,District Attorney,,
Clackamas,Misc.,784,District Attorney,,
Coos,R Paul Frasier,13298,District Attorney,,
Coos,Misc.,384,District Attorney,,
Curry,Joshua A Spansail,5767,District Attorney,,
Curry,Misc.,43,District Attorney,,
Douglas,Rick Wesenberg,23369,District Attorney,,
Douglas,Misc.,476,District Attorney,,
Harney,Tim Beaubien,1105,District Attorney,,
Harney,Ryan P Hughes,1998,District Attorney,,
Harney,Misc.,7,District Attorney,,
Hood River,Carrie Rasmussen,4563,District Attorney,,
Hood River,Sean Kallery,3162,District Attorney,,
Hood River,Misc.,11,District Attorney,,
Jackson,Beth Heckert,46597,District Attorney,,
Jackson,Misc.,362,District Attorney,,
Jefferson,Steven F Leriche,4174,District Attorney,,
Jefferson,Misc.,143,District Attorney,,
Josephine,Joshua J Eastman,18088,District Attorney,,
Josephine,Misc.,243,District Attorney,,
Lake,Ted K Martin,1332,District Attorney,,
Lake,Paul J Charas,870,District Attorney,,
Lake,Misc.,12,District Attorney,,
Lane,Patricia W Perlow,69903,District Attorney,,
Lane,James Cleavenger,31497,District Attorney,,
Lane,Misc.,351,District Attorney,,
Lincoln,Kenneth R Park,1264,District Attorney,,
Lincoln,Lanee Danforth,9588,District Attorney,,
Lincoln,Jonathan H Cable,6126,District Attorney,,
Lincoln,Misc.,40,District Attorney,,
Linn,Doug Marteeny,24616,District Attorney,,
Linn,Misc.,339,District Attorney,,
Multnomah,Mike Schmidt,167998,District Attorney,,
Multnomah,Ethan D Knight,50567,District Attorney,,
Multnomah,Misc.,757,District Attorney,,
Polk,Aaron Felton,17964,District Attorney,,
Polk,Misc.,248,District Attorney,,
Umatilla,Daniel R Primus,11786,District Attorney,,
Umatilla,Misc.,126,District Attorney,,
Wasco,Matthew Ellis,5748,District Attorney,,
Wasco,Eric Jon Nisley,2137,District Attorney,,
Wasco,Misc.,34,District Attorney,,
Wheeler,Gretchen Ladd Dobler,445,District Attorney,,
Wheeler,Misc.,32,District Attorney,,
Yamhill,Brad Berry,21017,District Attorney,,
Yamhill,Misc.,379,District Attorney,,
